mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.6036747455596924,0.06208260386895378,0.01929612159729004,0.0038608690098718484,5,2,10,100,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",0.3052063777651812,0.29675349339265467,0.18717104359257952,0.23416905801959276,0.07571045779124341,0.21980208611225036,0.08396309223114604,11
0.74701828956604,0.12634397496994876,0.024466180801391603,0.006792893833606967,5,2,10,150,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 150}",0.30043900172985905,0.296239516450132,0.18006653037987386,0.23145224616970994,0.06774165166383295,0.2151877892786816,0.08611103365307504,22
0.16736607551574706,0.004210074243399984,0.009668636322021484,0.0015592081196280814,5,4,2,50,"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 50}",0.29446406225585464,0.3102108239203759,0.20055926270205415,0.2801761465163338,0.07055156865911227,0.23119237281074617,0.08875864778246487,5
0.38024110794067384,0.07427092976922413,0.02263040542602539,0.012022542346690753,5,4,2,100,"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",0.30742674893974276,0.3125514832348152,0.20254637461666325,0.26325133966250236,0.07775189515128289,0.23270556832100125,0.08696193063865768,3
0.6087298393249512,0.08270677501793658,0.02206883430480957,0.0006987945099698998,5,4,2,150,"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 150}",0.3035901866248377,0.3130325926047227,0.19499761615270483,0.2583534545805921,0.07298027452349976,0.22859082489727145,0.08829980473381822,8
0.17311301231384277,0.004006759677868324,0.009565496444702148,0.001489347722110151,5,4,5,50,"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 50}",0.29446406225585464,0.3102108239203759,0.20055926270205415,0.2801761465163338,0.07055156865911227,0.23119237281074617,0.08875864778246487,5
0.39843454360961916,0.025027907390734103,0.016594696044921874,0.0017313799979510552,5,4,5,100,"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",0.30742674893974276,0.3125514832348152,0.20254637461666325,0.26325133966250236,0.07775189515128289,0.23270556832100125,0.08696193063865768,3
0.5129171848297119,0.04118799617553991,0.021015119552612305,0.0007169592978711765,5,4,5,150,"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 150}",0.3035901866248377,0.3130325926047227,0.19499761615270483,0.2583534545805921,0.07298027452349976,0.22859082489727145,0.08829980473381822,8
0.2011542797088623,0.03335414666253471,0.011518001556396484,0.002814752607601987,5,4,10,50,"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 50}",0.2974507994944625,0.31601850830634826,0.20315947080602847,0.27950421258607794,0.07212177937425923,0.23365095411343528,0.08941896936682904,2
0.34252157211303713,0.012444636710778794,0.014697837829589843,0.0006088086908043706,5,4,10,100,"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",0.30939931465684645,0.31725347480638943,0.20617040241616935,0.2597462452951945,0.0786079126143141,0.2342354699577828,0.08740706717207035,1
0.526027250289917,0.04337292295120203,0.022371959686279298,0.0019018889751217416,5,4,10,150,"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 150}",0.30489656905214535,0.31609950237110684,0.19856679515639553,0.2554751724848716,0.07275770153934435,0.22955914812077274,0.08875113499837824,7
0.2217574119567871,0.03231514634135067,0.010902690887451171,0.0021465235087280237,10,1,2,50,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",0.2465901978905718,0.2788246937251557,0.12290272041589301,0.2004905422825426,0.05702921608193123,0.18116747407921888,0.0812348877302244,59
0.3824441432952881,0.006519837275738151,0.016853904724121092,0.001266891241286083,10,1,2,100,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.2599952602003529,0.2526379713350275,0.11512094334835532,0.17667026087990767,0.0654799898588343,0.17398088512449555,0.07593362850821202,71
0.6478356838226318,0.027313734119135787,0.02154059410095215,0.0012682095328429312,10,1,2,150,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 150}",0.2532991083273318,0.2480675471577053,0.11814982668731389,0.17589944360064858,0.05147383107745729,0.16937795137009137,0.07720498076117524,77
0.19387316703796387,0.005931587884049698,0.010324335098266602,0.0016568083099421347,10,1,5,50,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",0.24778543348067805,0.2594576123861875,0.12556571587422094,0.19491577251850045,0.05653499834493325,0.17685190652090405,0.0765349631048539,63
0.552335786819458,0.10854546386986938,0.025021123886108398,0.016411978650024694,10,1,5,100,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.26817710677187856,0.24493105359364697,0.1179851515829009,0.1753674666516113,0.0661359167584945,0.17451933907170644,0.0757276526775179,67
0.731358528137207,0.02928659143197502,0.021282672882080078,0.0010782851304522267,10,1,5,150,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 150}",0.2591924745918347,0.2413498418847717,0.1222488327739929,0.1771193924686304,0.05852555479804511,0.17168721930345496,0.07455102356045741,72
0.2400491714477539,0.04107877976417655,0.009769916534423828,0.0020553370016971216,10,1,10,50,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 50}",0.2673169057124183,0.2716421868958483,0.1452119831593881,0.21546268601262542,0.060086857813734684,0.19194412391880294,0.08019500214504963,51
0.37459211349487304,0.005002089460877025,0.014914798736572265,0.0007827278742003792,10,1,10,100,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",0.27296229088117663,0.2718689847410687,0.13780776162870512,0.1886621714410186,0.06112771042613874,0.18648578382362155,0.08106467830761206,54
0.5961209774017334,0.046415333886398076,0.02204022407531738,0.0015314131347846064,10,1,10,150,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 150}",0.2657008819528165,0.26800568195817753,0.13555061395734636,0.19228098224939316,0.0577708171071627,0.18386179544497924,0.08010195690412264,56
0.21890850067138673,0.03913057034130215,0.009413528442382812,0.0005359117305015627,10,2,2,50,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",0.25401565226409917,0.27084896673589,0.1235779701545272,0.1953174832690605,0.06965520945304282,0.18268305637532395,0.07653744328879333,57
0.38410201072692873,0.022030420502849708,0.016895818710327148,0.004814795738695787,10,2,2,100,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.26456623573014826,0.26417704203152514,0.11205395206578261,0.18267853404530465,0.05976345123882387,0.1766478430223169,0.08156188507046476,64
0.6078638076782227,0.03320713317269422,0.022027254104614258,0.0007329111836550581,10,2,2,150,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 150}",0.26445383036738324,0.255364785699549,0.12037676353952897,0.18861312865315527,0.056706221091497144,0.17710294587022274,0.07949944402681469,62
0.18620667457580567,0.0018919869364164195,0.009819412231445312,0.0007131227095501313,10,2,5,50,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",0.2519847576086467,0.2739210950206914,0.11537419151811368,0.1931922732478476,0.05982473756292572,0.178859410991645,0.0809803650258931,61
0.4285977840423584,0.030808905070804686,0.018810319900512695,0.004138106193801503,10,2,5,100,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.26576638756029625,0.26516554942410664,0.11029788739011526,0.17970469608995787,0.0502685162322416,0.17424060733934352,0.08500814150658662,68
0.5791192054748535,0.03780992704132517,0.021120023727416993,0.001379294876134697,10,2,5,150,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 150}",0.2641046414947975,0.25285515318111806,0.11709621691428618,0.18346432397569445,0.05248708483981579,0.1740014840811424,0.08053568662353366,70
0.1916212558746338,0.010480293235331655,0.009355878829956055,0.0003672503891363637,10,2,10,50,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 50}",0.28400689956362335,0.28109533227106676,0.14851837293114667,0.2144623190294257,0.07543127357026069,0.2007028394731046,0.08001003234034501,46
0.3995269775390625,0.02993522520965733,0.014917325973510743,0.0010155781119303982,10,2,10,100,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",0.28314797068040387,0.2788946895649902,0.14036046426375604,0.1981776065299624,0.06938998548792852,0.1939941433054082,0.08194727174016654,48
0.5728465557098389,0.034459129187127936,0.022910118103027344,0.004783469680641736,10,2,10,150,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 150}",0.2796873216784119,0.27531595612402393,0.14516270330362357,0.20217257023460578,0.06225415983826976,0.192918542235787,0.08216762490795822,49
0.2124709129333496,0.035832308944689105,0.010194826126098632,0.0009929226688473226,10,4,2,50,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 50}",0.2716389980742556,0.29623057384374873,0.1647183525428363,0.25002936022133504,0.07249713032438843,0.21102288300131283,0.0822066456511162,29
0.3562796592712402,0.0076560533773066325,0.014458227157592773,0.0006316725097124059,10,4,2,100,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",0.28398287252956,0.29713716431561,0.15820098618363942,0.2318035261792134,0.07486675735457626,0.20919826131251984,0.08304536322051684,37
0.5843945980072022,0.026763135144562415,0.028186559677124023,0.009823011060124336,10,4,2,150,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 150}",0.27896129216994237,0.29885027993150337,0.1624647547864222,0.2377713854097775,0.07059986926544337,0.20972951631261774,0.08380084974322613,35
0.1824052333831787,0.0017721478010884499,0.008924722671508789,0.001066975166075342,10,4,5,50,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 50}",0.2716389980742556,0.29623057384374873,0.1647183525428363,0.25002936022133504,0.07249713032438843,0.21102288300131283,0.0822066456511162,29
0.41235671043395994,0.056037120884358374,0.018467521667480467,0.0066347778835778555,10,4,5,100,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",0.28398287252956,0.29713716431561,0.15820098618363942,0.2318035261792134,0.07486675735457626,0.20919826131251984,0.08304536322051684,37
0.6522716999053955,0.08060158100797195,0.022408056259155273,0.0014139163756227442,10,4,5,150,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 150}",0.27896129216994237,0.29885027993150337,0.1624647547864222,0.2377713854097775,0.07059986926544337,0.20972951631261774,0.08380084974322613,35
0.19505553245544432,0.011895369863898523,0.011075735092163086,0.0011199930728437648,10,4,10,50,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 50}",0.2779795737602865,0.30883294672339123,0.1795795758436789,0.2519137330773664,0.07418127334770708,0.218497420550486,0.08385348264965656,12
0.3901578426361084,0.010875805457832084,0.02620701789855957,0.013064982154792867,10,4,10,100,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",0.29110583080613994,0.3099128920771883,0.17287061057804043,0.23714354589939035,0.07304296905336538,0.21681516968282488,0.08625671112848074,17
0.5339790344238281,0.011795211699387473,0.022777700424194337,0.0026179397741361086,10,4,10,150,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 150}",0.28562613374933477,0.30719997821867806,0.17404817974803488,0.24012821062416512,0.07061607595688979,0.21552371565942058,0.08560690560305553,21
0.1977402687072754,0.006300095285348139,0.009757375717163086,0.0007023800107295628,15,1,2,50,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",0.24087019230769213,0.26318555202180827,0.10956732542819458,0.16256323529411765,0.0539235555555555,0.16602197212147363,0.0784960665439783,79
0.4467624664306641,0.03397713388734523,0.014613819122314454,0.0008267425750936006,15,1,2,100,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.24730356570512813,0.24133387096774184,0.10330039525691659,0.16009178921568623,0.06226488888888859,0.16285890200687228,0.07343466496850885,80
0.6121160984039307,0.034872536088206896,0.021631193161010743,0.0015416360246533018,15,1,2,150,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 150}",0.23872069088319048,0.2369379335309021,0.10703287951983598,0.1635550953808671,0.0549578271604938,0.1602408852950579,0.0720667958084407,81
0.22654008865356445,0.031155045394750547,0.009227180480957031,0.0012816926332133512,15,1,5,50,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",0.24202537094319398,0.25794703085280757,0.12069140981921445,0.17700490131330326,0.05497513924040953,0.17052877043378575,0.07567306073532391,75
0.38225469589233396,0.005372791235403315,0.015637016296386717,0.0007636972716823842,15,1,5,100,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.2667668273946552,0.2368270420803109,0.11650603713064733,0.17190412437127633,0.06374503389948016,0.17114981297527398,0.07480429086884212,74
0.6306621074676514,0.03085337536180137,0.02239990234375,0.0009885275348331586,15,1,5,150,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 150}",0.2571727969948494,0.2325852081087757,0.12209249620599372,0.16666848473059526,0.059602792665548465,0.1676243557411525,0.07208544607992642,78
0.18982086181640626,0.0035799313158219456,0.009769058227539063,0.0020252778812732673,15,1,10,50,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 50}",0.26284571061683937,0.2718524711332314,0.140444870638752,0.20433851422032268,0.06050468098530404,0.1879972495188899,0.07926740947099904,53
0.3925835132598877,0.03255288116752024,0.02283511161804199,0.013308206078763008,15,1,10,100,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",0.26974682932247784,0.268395246858272,0.13506878768864072,0.18418367685678638,0.06318778719899876,0.18411646558503514,0.07932830093640703,55
0.6097989559173584,0.031906357949553495,0.023053073883056642,0.0042818574271777125,15,1,10,150,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 150}",0.2637767575487522,0.2639005658619664,0.13564621942716926,0.1861288873451954,0.05928652760476261,0.18174779155756918,0.07825489084984487,58
0.1941542148590088,0.008032451238805744,0.0103240966796875,0.0007808377955686522,15,2,2,50,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",0.25798125078243084,0.2679398980967217,0.12236544453108389,0.19058106435074018,0.06038807586797679,0.17985114672579067,0.07944193309056231,60
0.4426708221435547,0.022420430319799272,0.01651110649108887,0.0015295457337439692,15,2,2,100,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.26785705638528445,0.2607465961201153,0.11382826774436117,0.1773645946691177,0.050246759925720474,0.17400865496891982,0.08400112009492307,69
0.6077178955078125,0.0575728782419687,0.023291254043579103,0.0028595965668313087,15,2,2,150,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 150}",0.2693063212650695,0.24939843250228555,0.12220542385601196,0.18211740814453437,0.05150706599319643,0.17490693035221955,0.08064390268095775,66
0.22152299880981446,0.03568885836618923,0.010062742233276366,0.00029312345615944106,15,2,5,50,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",0.25081909592675045,0.27212503670255006,0.11068062038789706,0.18906246752867817,0.05880522367178953,0.17629848884353305,0.08125187915104656,65
0.3997673034667969,0.014461015120048267,0.015484809875488281,0.0009452783310891261,15,2,5,100,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.2620185968324892,0.26654886275371115,0.1055029193809639,0.16890541234410428,0.04897231767861576,0.17038962179797684,0.08555362932678967,76
0.6679305076599121,0.038014773809749325,0.02292342185974121,0.0013834482675269013,15,2,5,150,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 150}",0.2623016132242396,0.252876108247731,0.11504713074565875,0.17578483348456508,0.05107031475024426,0.17141600009048774,0.08071624868902207,73
0.20493507385253906,0.010274174357092089,0.010104608535766602,0.0018042729604482756,15,2,10,50,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 50}",0.28421837796778426,0.2832027913626268,0.14477606466769855,0.21148673609088986,0.07389505799968732,0.19951580561773735,0.08136135691293318,47
0.40728187561035156,0.03457325536940159,0.01763758659362793,0.0024022858432609815,15,2,10,100,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",0.282104127136651,0.27716274911526095,0.13742659870023954,0.19588712126270447,0.06860747791675914,0.192237614826323,0.08196370612301149,50
0.6390583038330078,0.03220267079860924,0.02416510581970215,0.0018707345216898482,15,2,10,150,"{'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 150}",0.2789611772809949,0.27314727038624254,0.14315739336729982,0.1999755355441748,0.06215401580680835,0.19147907847710408,0.08179848170970065,52
0.183867883682251,0.009566086131086733,0.009280776977539063,0.001186537295882239,15,4,2,50,"{'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 50}",0.2708988597159896,0.29957078072513754,0.1627756245554397,0.2465900980575324,0.07121711657099472,0.21021049592501878,0.08313968965133765,32
0.4484861373901367,0.028306204680699904,0.01765413284301758,0.0006855120409897252,15,4,2,100,"{'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",0.28352134860390954,0.29744304089727747,0.15573214546364778,0.2308305837355905,0.07604810072920021,0.2087150438859251,0.0829040929192566,41
0.6014084815979004,0.04319783883446697,0.02323613166809082,0.0021451319951686252,15,4,2,150,"{'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 150}",0.2791299358725654,0.29791683272284397,0.160565680925722,0.2361447784078693,0.07103032476891924,0.20895751053958395,0.08359755446489128,39
0.22616472244262695,0.015842134421767885,0.020451688766479494,0.012574593476239062,15,4,5,50,"{'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 50}",0.2708988597159896,0.29957078072513754,0.1627756245554397,0.2465900980575324,0.07121711657099472,0.21021049592501878,0.08313968965133765,32
0.3847645282745361,0.00585789471753798,0.01692662239074707,0.0016331383960148972,15,4,5,100,"{'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",0.28352134860390954,0.29744304089727747,0.15573214546364778,0.2308305837355905,0.07604810072920021,0.2087150438859251,0.0829040929192566,41
0.6399308204650879,0.03503418370503714,0.023477697372436525,0.0016371134022682564,15,4,5,150,"{'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 150}",0.2791299358725654,0.29791683272284397,0.160565680925722,0.2361447784078693,0.07103032476891924,0.20895751053958395,0.08359755446489128,39
0.19727826118469238,0.006334237303944139,0.010630083084106446,0.0010680001103143897,15,4,10,50,"{'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 50}",0.2763396880468201,0.3108764492840018,0.17912930982050956,0.2507043729106293,0.07371501351107679,0.21815296671460746,0.08417612598301415,13
0.4063615322113037,0.021374266467185696,0.025377511978149414,0.016031880146383154,15,4,10,100,"{'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",0.2920520068046918,0.3101511454735807,0.1728978947638543,0.23784651927137945,0.0730879546740858,0.2172071041975184,0.08648696434675991,16
0.6087217807769776,0.032393501631650876,0.02109842300415039,0.001966716026100481,15,4,10,150,"{'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 150}",0.28693092939233444,0.3067625611807385,0.17347120857703224,0.24023296404915395,0.07040153877460198,0.21555984039477222,0.08586374917491885,20
